OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
1858,Upper North,2015,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,253,,Final,35358617.59375,29542.3807728791
1859,Upper North,2020,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.5276212,,Final,35358617.59375,29542.3807728791
1860,Upper North,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.96487603,,Final,35358617.59375,29542.3807728791
1861,Upper North,2013,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,61.21328575,,Final,35358617.59375,29542.3807728791
1862,Upper North,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,13.45163137,,Final,35358617.59375,29542.3807728791
1863,Upper North,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,250,,Final,35358617.59375,29542.3807728791
1864,Upper North,2018,Planning district,All sexes,All races/ethnicities,All ages,count_births,1747,,Final,35358617.59375,29542.3807728791
1865,Upper North,2016,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,248,,Final,35358617.59375,29542.3807728791
1866,Upper North,2015,Planning district,All sexes,All races/ethnicities,All ages,count_births,1936,,Final,35358617.59375,29542.3807728791
1867,Upper North,2013,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,247,,Final,35358617.59375,29542.3807728791
1868,Upper North,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.78982406,,Final,35358617.59375,29542.3807728791
1869,Upper North,2019,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,239,,Final,35358617.59375,29542.3807728791
1870,Upper North,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.20881671,,Final,35358617.59375,29542.3807728791
1871,Upper North,2014,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.47822774,,Final,35358617.59375,29542.3807728791
1872,Upper North,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.77391769,,Final,35358617.59375,29542.3807728791
1873,Upper North,2016,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.75098524,,Final,35358617.59375,29542.3807728791
1874,Upper North,2016,Planning district,All sexes,All races/ethnicities,All ages,count_births,1841,,Final,35358617.59375,29542.3807728791
1875,Upper North,2013,Planning district,Female,All races/ethnicities,15-19,count_teen_births,223,,Final,35358617.59375,29542.3807728791
1876,Upper North,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.81418093,,Final,35358617.59375,29542.3807728791
1877,Upper North,2013,Planning district,All sexes,All races/ethnicities,All ages,count_births,1945,,Final,35358617.59375,29542.3807728791
1878,Upper North,2023,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,27.83882784,,Preliminary,35358617.59375,29542.3807728791
1879,Upper North,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.38437821,,Final,35358617.59375,29542.3807728791
1880,Upper North,2021,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.41488162,,Final,35358617.59375,29542.3807728791
1881,Upper North,2022,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,251,,Preliminary,35358617.59375,29542.3807728791
1882,Upper North,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,15.8459596,,Preliminary,35358617.59375,29542.3807728791
1883,Upper North,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,265,,Final,35358617.59375,29542.3807728791
1884,Upper North,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.15702479,,Final,35358617.59375,29542.3807728791
1885,Upper North,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.90488432,,Final,35358617.59375,29542.3807728791
1886,Upper North,2017,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,239,,Final,35358617.59375,29542.3807728791
1887,Upper North,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.56562844,,Final,35358617.59375,29542.3807728791
1888,Upper North,2012,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,280,,Final,35358617.59375,29542.3807728791
1889,Upper North,2014,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,237,,Final,35358617.59375,29542.3807728791
1890,Upper North,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.17882837,,Final,35358617.59375,29542.3807728791
1891,Upper North,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.74253123,,Final,35358617.59375,29542.3807728791
1892,Upper North,2014,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,241,,Final,35358617.59375,29542.3807728791
1893,Upper North,2011,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,290,,Final,35358617.59375,29542.3807728791
1894,Upper North,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.58941345,,Preliminary,35358617.59375,29542.3807728791
1895,Upper North,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,238,,Preliminary,35358617.59375,29542.3807728791
1896,Upper North,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.69922879,,Final,35358617.59375,29542.3807728791
1897,Upper North,2012,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.92578663,,Final,35358617.59375,29542.3807728791
1898,Upper North,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,9.85062007,,Preliminary,35358617.59375,29542.3807728791
1899,Upper North,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,251,,Final,35358617.59375,29542.3807728791
1900,Upper North,2011,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,79.33022234,,Final,35358617.59375,29542.3807728791
1901,Upper North,2018,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,235,,Final,35358617.59375,29542.3807728791
1902,Upper North,2023,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,181,,Preliminary,35358617.59375,29542.3807728791
1903,Upper North,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,39.25336261,,Final,35358617.59375,29542.3807728791
1904,Upper North,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,241,,Final,35358617.59375,29542.3807728791
1905,Upper North,2013,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.47130163,,Final,35358617.59375,29542.3807728791
1906,Upper North,2012,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,79.0557233,,Final,35358617.59375,29542.3807728791
1907,Upper North,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.26478149,,Final,35358617.59375,29542.3807728791
1908,Upper North,2011,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,285,,Final,35358617.59375,29542.3807728791
1909,Upper North,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,13.55206847,,Final,35358617.59375,29542.3807728791
1910,Upper North,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,13.76728111,,Final,35358617.59375,29542.3807728791
1911,Upper North,2022,Planning district,Female,All races/ethnicities,15-19,count_teen_births,98,,Preliminary,35358617.59375,29542.3807728791
1912,Upper North,2019,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,237,,Final,35358617.59375,29542.3807728791
1913,Upper North,2012,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,279,,Final,35358617.59375,29542.3807728791
1914,Upper North,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.82322713,,Final,35358617.59375,29542.3807728791
1915,Upper North,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.65207373,,Final,35358617.59375,29542.3807728791
1916,Upper North,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.99303944,,Final,35358617.59375,29542.3807728791
1917,Upper North,2021,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,36.63003663,,Final,35358617.59375,29542.3807728791
1918,Upper North,2012,Planning district,Female,All races/ethnicities,15-19,count_teen_births,288,,Final,35358617.59375,29542.3807728791
1919,Upper North,2023,Planning district,Female,All races/ethnicities,15-19,count_teen_births,76,,Preliminary,35358617.59375,29542.3807728791
1920,Upper North,2023,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,176,,Preliminary,35358617.59375,29542.3807728791
1921,Upper North,2019,Planning district,Female,All races/ethnicities,15-19,count_teen_births,126,,Final,35358617.59375,29542.3807728791
1922,Upper North,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,13.0806846,,Final,35358617.59375,29542.3807728791
1923,Upper North,2020,Planning district,Female,All races/ethnicities,15-19,count_teen_births,93,,Final,35358617.59375,29542.3807728791
1924,Upper North,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,16.35802469,,Final,35358617.59375,29542.3807728791
1925,Upper North,2022,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,213,,Preliminary,35358617.59375,29542.3807728791
1926,Upper North,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.4469697,,Preliminary,35358617.59375,29542.3807728791
1927,Upper North,2021,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,252,,Final,35358617.59375,29542.3807728791
1928,Upper North,2022,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.16121759,,Preliminary,35358617.59375,29542.3807728791
1929,Upper North,2023,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,201,,Preliminary,35358617.59375,29542.3807728791
1930,Upper North,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,143,,Final,35358617.59375,29542.3807728791
1931,Upper North,2021,Planning district,Female,All races/ethnicities,15-19,count_teen_births,100,,Final,35358617.59375,29542.3807728791
1932,Upper North,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,15.02525253,,Preliminary,35358617.59375,29542.3807728791
1933,Upper North,2019,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,34.58687895,,Final,35358617.59375,29542.3807728791
1934,Upper North,2017,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,37.0573703,,Final,35358617.59375,29542.3807728791
1935,Upper North,2020,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,214,,Final,35358617.59375,29542.3807728791
1936,Upper North,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.94663573,,Final,35358617.59375,29542.3807728791
1937,Upper North,2011,Planning district,Female,All races/ethnicities,15-19,count_teen_births,289,,Final,35358617.59375,29542.3807728791
1938,Upper North,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.91876002,,Final,35358617.59375,29542.3807728791
1939,Upper North,2017,Planning district,Female,All races/ethnicities,15-19,count_teen_births,135,,Final,35358617.59375,29542.3807728791
1940,Upper North,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.75305623,,Final,35358617.59375,29542.3807728791
1941,Upper North,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,14.07407407,,Final,35358617.59375,29542.3807728791
1942,Upper North,2021,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,228,,Final,35358617.59375,29542.3807728791
1943,Upper North,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.94706724,,Preliminary,35358617.59375,29542.3807728791
1944,Upper North,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,15.55555556,,Final,35358617.59375,29542.3807728791
1945,Upper North,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,13.79507728,,Final,35358617.59375,29542.3807728791
1946,Upper North,2020,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,34.06593407,,Final,35358617.59375,29542.3807728791
1947,Upper North,2018,Planning district,Female,All races/ethnicities,15-19,count_teen_births,120,,Final,35358617.59375,29542.3807728791
1948,Upper North,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,225,,Final,35358617.59375,29542.3807728791
1949,Upper North,2018,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,32.93988471,,Final,35358617.59375,29542.3807728791
1950,Upper North,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,14.3776824,,Preliminary,35358617.59375,29542.3807728791
1951,Upper Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,count_births,1092,,Final,45269909.765625,32725.2785751424
1952,Upper Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.14953271,,Final,45269909.765625,32725.2785751424
1953,Upper Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.83301799,,Final,45269909.765625,32725.2785751424
1954,Upper Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.26373626,,Final,45269909.765625,32725.2785751424
1955,Upper Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,143,,Final,45269909.765625,32725.2785751424
1956,Upper Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.55932203,,Final,45269909.765625,32725.2785751424
1957,Upper Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.69649335,,Preliminary,45269909.765625,32725.2785751424
1958,Upper Northwest,2023,Planning district,Female,All races/ethnicities,15-19,count_teen_births,52,,Preliminary,45269909.765625,32725.2785751424
1959,Upper Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,count_births,1098,,Final,45269909.765625,32725.2785751424
1960,Upper Northwest,2023,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,35.73883162,,Preliminary,45269909.765625,32725.2785751424
1961,Upper Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,153,,Final,45269909.765625,32725.2785751424
1962,Upper Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,144,,Final,45269909.765625,32725.2785751424
1963,Upper Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,count_births,1062,,Final,45269909.765625,32725.2785751424
1964,Upper Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,123,,Final,45269909.765625,32725.2785751424
1965,Upper Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,14.6238377,,Final,45269909.765625,32725.2785751424
1966,Upper Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,13.54292624,,Preliminary,45269909.765625,32725.2785751424
1967,Upper Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,101,,Preliminary,45269909.765625,32725.2785751424
1968,Upper Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.83192507,,Final,45269909.765625,32725.2785751424
1969,Upper Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,142,,Final,45269909.765625,32725.2785751424
1970,Upper Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.48046255,,Final,45269909.765625,32725.2785751424
1971,Upper Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,105,,Preliminary,45269909.765625,32725.2785751424
1972,Upper Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,count_births,986,,Final,45269909.765625,32725.2785751424
1973,Upper Northwest,2020,Planning district,Female,All races/ethnicities,15-19,count_teen_births,47,,Final,45269909.765625,32725.2785751424
1974,Upper Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,128,,Final,45269909.765625,32725.2785751424
1975,Upper Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,126,,Preliminary,45269909.765625,32725.2785751424
1976,Upper Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,count_births,1183,,Final,45269909.765625,32725.2785751424
1977,Upper Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,109,,Preliminary,45269909.765625,32725.2785751424
1978,Upper Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,112,,Preliminary,45269909.765625,32725.2785751424
1979,Upper Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,15.03061356,,Final,45269909.765625,32725.2785751424
1980,Upper Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,173,,Final,45269909.765625,32725.2785751424
1981,Upper Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,141,,Final,45269909.765625,32725.2785751424
1982,Upper Northwest,2021,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,30.92783505,,Final,45269909.765625,32725.2785751424
1983,Upper Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.73957159,,Preliminary,45269909.765625,32725.2785751424
1984,Upper Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.46496815,,Final,45269909.765625,32725.2785751424
1985,Upper Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.96247068,,Final,45269909.765625,32725.2785751424
1986,Upper Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,count_births,1240,,Final,45269909.765625,32725.2785751424
1987,Upper Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.38669673,,Preliminary,45269909.765625,32725.2785751424
1988,Upper Northwest,2022,Planning district,Female,All races/ethnicities,15-19,count_teen_births,26,,Preliminary,45269909.765625,32725.2785751424
1989,Upper Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.8751062,,Final,45269909.765625,32725.2785751424
1990,Upper Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,9.73630832,,Final,45269909.765625,32725.2785751424
1991,Upper Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.90352908,,Final,45269909.765625,32725.2785751424
1992,Upper Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.29508197,,Final,45269909.765625,32725.2785751424
1993,Upper Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,113,,Final,45269909.765625,32725.2785751424
1994,Upper Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.99575372,,Final,45269909.765625,32725.2785751424
1995,Upper Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,count_births,1177,,Final,45269909.765625,32725.2785751424
1996,Upper Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.37096774,,Final,45269909.765625,32725.2785751424
1997,Upper Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,122,,Final,45269909.765625,32725.2785751424
1998,Upper Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,140,,Final,45269909.765625,32725.2785751424
1999,Upper Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,142,,Final,45269909.765625,32725.2785751424
2000,Upper Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.57229149,,Final,45269909.765625,32725.2785751424
2001,Upper Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,136,,Final,45269909.765625,32725.2785751424
2002,Upper Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.55480034,,Final,45269909.765625,32725.2785751424
2003,Upper Northwest,2022,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,17.86941581,,Preliminary,45269909.765625,32725.2785751424
2004,Upper Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.18016929,,Preliminary,45269909.765625,32725.2785751424
2005,Upper Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.90243616,,Final,45269909.765625,32725.2785751424
2006,Upper Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,135,,Final,45269909.765625,32725.2785751424
2007,Upper Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,count_births,1000,,Final,45269909.765625,32725.2785751424
2008,Upper Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.9047619,,Final,45269909.765625,32725.2785751424
2009,Upper Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,113,,Preliminary,45269909.765625,32725.2785751424
2010,Upper Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.71149335,,Final,45269909.765625,32725.2785751424
2011,Upper Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.10242377,,Final,45269909.765625,32725.2785751424
2012,Upper Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,14.20518602,,Preliminary,45269909.765625,32725.2785751424
2013,Upper Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,120,,Final,45269909.765625,32725.2785751424
2014,Upper Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.8,,Final,45269909.765625,32725.2785751424
2015,Upper Northwest,2020,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,32.3024055,,Final,45269909.765625,32725.2785751424
2016,Upper Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,9.63016442,,Preliminary,45269909.765625,32725.2785751424
2017,Upper Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,9.67741935,,Final,45269909.765625,32725.2785751424
2018,Upper Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.70833333,,Final,45269909.765625,32725.2785751424
2019,Upper Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,114,,Final,45269909.765625,32725.2785751424
2020,Upper Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.875,,Final,45269909.765625,32725.2785751424
2021,Upper Northwest,2021,Planning district,Female,All races/ethnicities,15-19,count_teen_births,45,,Final,45269909.765625,32725.2785751424
2022,Upper Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,10.32884624,,Preliminary,45269909.765625,32725.2785751424
2023,Upper Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.75184798,,Final,45269909.765625,32725.2785751424
2024,Upper Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,108,,Final,45269909.765625,32725.2785751424
2025,Upper Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,94,,Final,45269909.765625,32725.2785751424
2026,Upper Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.83431953,,Final,45269909.765625,32725.2785751424
2027,Upper Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.00338123,,Final,45269909.765625,32725.2785751424
2028,Upper Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,128,,Final,45269909.765625,32725.2785751424
2029,Upper Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.5,,Final,45269909.765625,32725.2785751424
2030,Upper Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,96,,Final,45269909.765625,32725.2785751424
2031,Upper Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,122,,Final,45269909.765625,32725.2785751424
2032,Upper Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,count_births,1279,,Final,45269909.765625,32725.2785751424
2033,Upper Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,118,,Final,45269909.765625,32725.2785751424
2034,Upper Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.96754564,,Final,45269909.765625,32725.2785751424
2035,Upper Northwest,2013,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,69.86634265,,Final,45269909.765625,32725.2785751424
2036,Upper Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,count_births,887,,Preliminary,45269909.765625,32725.2785751424
2037,Upper Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,123,,Final,45269909.765625,32725.2785751424
2038,Upper Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.4,,Final,45269909.765625,32725.2785751424
2039,Upper Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.97876858,,Final,45269909.765625,32725.2785751424
2040,Upper Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.17890912,,Final,45269909.765625,32725.2785751424
2041,Upper Northwest,2012,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,74.11907655,,Final,45269909.765625,32725.2785751424
2042,Upper Northwest,2012,Planning district,Female,All races/ethnicities,15-19,count_teen_births,122,,Final,45269909.765625,32725.2785751424
2043,Upper Northwest,2011,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,96.59781288,,Final,45269909.765625,32725.2785751424
2044,Upper Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,131,,Final,45269909.765625,32725.2785751424
2045,Upper Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,count_births,942,,Final,45269909.765625,32725.2785751424
2046,Upper Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,132,,Final,45269909.765625,32725.2785751424
2047,Upper Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,130,,Final,45269909.765625,32725.2785751424
2048,Upper Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.20967742,,Final,45269909.765625,32725.2785751424
2049,Upper Northwest,2013,Planning district,Female,All races/ethnicities,15-19,count_teen_births,115,,Final,45269909.765625,32725.2785751424
2050,Upper Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.92714026,,Final,45269909.765625,32725.2785751424
2051,Upper Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,137,,Final,45269909.765625,32725.2785751424
2052,Upper Northwest,2018,Planning district,Female,All races/ethnicities,15-19,count_teen_births,63,,Final,45269909.765625,32725.2785751424
2053,Upper Northwest,2018,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,38.2746051,,Final,45269909.765625,32725.2785751424
2054,Upper Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.9,,Final,45269909.765625,32725.2785751424
